Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
PXLW,"Pixelworks, Inc.",5.37,181525713.3,n/a,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/pxlw
PLXS,Plexus Corp.,58.43,1963298075,n/a,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/plxs
PNTR,Pointer Telocation Ltd.,17.1,137377877.4,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/pntr
COOL,"PolarityTE, Inc.",24.9,157716226.5,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cool
POWI,"Power Integrations, Inc.",74.75,2224484577,n/a,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/powi
PSDO,"Presidio, Inc.",15.05,1373752908,n/a,2017,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/psdo
IPDN,"Professional Diversity Network, Inc.",3.15,12399656.85,n/a,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/ipdn
PRGS,Progress Software Corporation,42.37,2025621486,n/a,1991,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/prgs
PFPT,"Proofpoint, Inc.",91.42,4089765120,n/a,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/pfpt
PRO,"PROS Holdings, Inc.",25.28,803624201,n/a,2007,Technology,EDP Services,http://www.nasdaq.com/symbol/pro
PTC,PTC Inc.,61.09,7062464374,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ptc
PSTG,"Pure Storage, Inc. ",16.21,3428141116,n/a,2015,Technology,Electronic Components,http://www.nasdaq.com/symbol/pstg
QTWO,"Q2 Holdings, Inc.",41.7,1721666232,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qtwo
QADA,QAD Inc.,37.45,719662531.4,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qada
QADB,QAD Inc.,30.29,582071510.7,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qadb
QRVO,"Qorvo, Inc.",71.44,9092008131,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/qrvo
QCOM,QUALCOMM Incorporated,54.25,80076623683,n/a,1991,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/qcom
QSII,"Quality Systems, Inc.",15.62,989807175.9,n/a,1982,Technology,EDP Services,http://www.nasdaq.com/symbol/qsii
QBAK,Qualstar Corporation,6.76,13804048.44,n/a,2000,Technology,Electronic Components,http://www.nasdaq.com/symbol/qbak
QLYS,"Qualys, Inc.",52,1951138124,n/a,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qlys
QTNA,"Quantenna Communications, Inc.",15.51,537113269.8,n/a,2016,Technology,Semiconductors,http://www.nasdaq.com/symbol/qtna
QTM,Quantum Corporation,5.6,193044096,n/a,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/qtm
QRHC,Quest Resource Holding Corporation.,1.2201,18644743.41,n/a,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/qrhc
QUIK,QuickLogic Corporation,1.59,127377116.5,n/a,1999,Technology,Semiconductors,http://www.nasdaq.com/symbol/quik
QUMU,Qumu Corporation,3.19,29984261.45,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qumu
RDCM,Radcom Ltd.,20.5,240206474.5,n/a,1997,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/rdcm
RSYS,RadiSys Corporation,1.28,49977875.2,n/a,1995,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/rsys
RMBS,"Rambus, Inc.",14.41,1574684783,n/a,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/rmbs
RPD,"Rapid7, Inc.",18.5,805680568.5,n/a,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/rpd
RCMT,"RCM Technologies, Inc.",5.95,71457709.05,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/rcmt
RNWK,"RealNetworks, Inc.",4.74,176337323.6,n/a,1997,Technology,EDP Services,http://www.nasdaq.com/symbol/rnwk
RP,"RealPage, Inc.",43.35,3583074482,n/a,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/rp
RHT,"Red Hat, Inc.",121.28,21460154354,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/rht
RWC,RELM Wireless Corporation,3.7161,51447858.6,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/rwc
SOL,Renesola Ltd.,2.9,58929650.1,n/a,2008,Technology,Semiconductors,http://www.nasdaq.com/symbol/sol
RENN,Renren Inc.,9.49,648508554.6,n/a,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/renn
RCII,Rent-A-Center Inc.,10.55,562335298.2,n/a,1995,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/rcii
RESN,Resonant Inc.,4.28,71469584.28,n/a,2014,Technology,Semiconductors,http://www.nasdaq.com/symbol/resn
RXN,Rexnord Corporation,25.94,2691175987,n/a,2012,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rxn
RNG,"Ringcentral, Inc.",41.5,3180297928,n/a,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/rng
RHI,Robert Half International Inc.,50.86,6417732939,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/rhi
RST,Rosetta Stone,9.83,219066612.5,n/a,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/rst
RBCN,"Rubicon Technology, Inc.",8.1178,22115452.42,n/a,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/rbcn
RMBL,"RumbleOn, Inc.",4.5,45083434.5,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/rmbl
SABR,Sabre Corporation,18.28,5094239927,n/a,2014,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/sabr
CRM,Salesforce.com Inc,98.66,70906942000,n/a,2004,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/crm
SANM,Sanmina Corporation,38.85,2928204648,n/a,1993,Technology,Electrical Products,http://www.nasdaq.com/symbol/sanm
SAP,SAP SE,112.3,1.35E+11,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sap
SPNS,Sapiens International Corporation N.V.,14.08,690426190.1,n/a,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/spns
SCSC,"ScanSource, Inc.",43.4,1103787860,n/a,n/a,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/scsc
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,72.19,3121534727,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/saic
SGMS,Scientific Games Corp,43.85,3921274016,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sgms
SEAC,"SeaChange International, Inc.",2.62,92975633.46,n/a,1996,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/seac
STX,Seagate Technology PLC,38.84,11179424554,n/a,2002,Technology,Electronic Components,http://www.nasdaq.com/symbol/stx
SCWX,SecureWorks Corp.,10.8,875607321.6,n/a,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/scwx
SMI,Semiconductor  Manufacturing International Corporation,6.8,6325188640,n/a,2004,Technology,Semiconductors,http://www.nasdaq.com/symbol/smi
LEDS,SemiLEDS Corporation,2.07,7335904.05,n/a,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/leds
SMTC,Semtech Corporation,39,2581748520,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/smtc
SQNS,Sequans Communications S.A.,1.84,146762790.2,n/a,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/sqns
NOW,"ServiceNow, Inc.",125.89,21489423000,n/a,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/now
SGOC,"SGOCO Group, Ltd",1.12,11345680.64,n/a,2010,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sgoc
SHSP,"SharpSpring, Inc.",4.56,38238974.4,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/shsp
PIXY,"ShiftPixy, Inc.",2.7,77063197.5,n/a,2017,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/pixy
SHOP,Shopify Inc.,106.41,9169304476,n/a,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/shop
SSTI,"ShotSpotter, Inc.",15.44,148300536.1,n/a,2017,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ssti
SSTK,"Shutterstock, Inc.",34.74,1203003088,n/a,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/sstk
SWIR,"Sierra Wireless, Inc.",22.1,712004716.8,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/swir
SIFY,Sify Technologies Limited,1.53,38398830.75,25097275,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/sify
SIGM,"Sigma Designs, Inc.",5.95,229168956.5,n/a,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/sigm
SGMA,"SigmaTron International, Inc.",9.59,40285413.07,n/a,1994,Technology,Electrical Products,http://www.nasdaq.com/symbol/sgma
SILC,Silicom Ltd,70.8,527143240.8,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/silc
SLAB,"Silicon Laboratories, Inc.",88.45,3763272332,n/a,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/slab
SIMO,Silicon Motion Technology Corporation,51.29,1829261286,35665067,2005,Technology,Semiconductors,http://www.nasdaq.com/symbol/simo
SPIL,"Siliconware Precision Industries Company, Ltd.",7.81,290220896.5,37160166,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/spil
SSNI,"Silver Spring Networks, Inc.",16.14,871205033,n/a,2013,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ssni
SLP,"Simulations Plus, Inc.",17.1,294895416.6,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/slp
SINA,Sina Corporation,110.62,7910951689,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sina
SWKS,"Skyworks Solutions, Inc.",105.21,19331299709,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/swks
SGH,"SMART Global Holdings, Inc.",31.48,685515909.3,n/a,2017,Technology,Semiconductors,http://www.nasdaq.com/symbol/sgh
SMSI,"Smith Micro Software, Inc.",1.57,22446318.26,n/a,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/smsi
SMTX,SMTC Corporation,1.46,24564787.62,n/a,2000,Technology,Electrical Products,http://www.nasdaq.com/symbol/smtx
SNAP,Snap Inc.,14.59,17466484461,n/a,2017,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/snap
SRAX,"Social Reality, Inc.",4.19,33624821.23,n/a,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/srax
SCKT,"Socket Mobile, Inc.",4.01,27993765.89,n/a,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/sckt
SOHU,Sohu.com Inc.,66.06,2567556134,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sohu
SEDG,"SolarEdge Technologies, Inc.",31.25,1315134313,n/a,2015,Technology,Semiconductors,http://www.nasdaq.com/symbol/sedg
SOFO,"Sonic Foundry, Inc.",3.4799,15513655.19,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sofo
SONS,"Sonus Networks, Inc.",8.12,421445303.7,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sons
SPA,Sparton Corporation,23.28,229555582.8,n/a,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/spa
ANY,Sphere 3D Corp.,2.29,15106639.94,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/any
SPI,"SPI Energy Co., Ltd.",0.1355,86945630.81,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/spi
SPLK,Splunk Inc.,65.41,9156756496,n/a,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/splk
SPSC,"SPS Commerce, Inc.",59.29,1021080344,n/a,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/spsc
SPXC,SPX Corporation,29.35,1248046998,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/spxc
FLOW,"SPX FLOW, Inc.",42.35,1793268442,n/a,2015,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/flow
SQ,"Square, Inc.",32.71,12550773127,n/a,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sq
SSNC,"SS&C Technologies Holdings, Inc.",42.04,8636160833,n/a,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ssnc
STAF,"Staffing 360 Solutions, Inc.",0.77,12322941.4,n/a,1996,Technology,Professional Services,http://www.nasdaq.com/symbol/staf
SXI,Standex International Corporation,105.05,1342131301,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sxi
SRT,"StarTek, Inc.",11.77,187731088.1,n/a,1997,Technology,Professional Services,http://www.nasdaq.com/symbol/srt
STM,STMicroelectronics N.V.,21.11,18741673259,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/stm
SSYS,"Stratasys, Ltd.",23.47,1240483380,n/a,1994,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ssys
STRM,"Streamline Health Solutions, Inc.",1.62,32381726.4,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/strm
SPWR,SunPower Corporation,6.92,965279754.5,n/a,2005,Technology,Semiconductors,http://www.nasdaq.com/symbol/spwr
SMCI,"Super Micro Computer, Inc.",22.45,1093157670,n/a,2007,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/smci
SPCB,"SuperCom, Ltd.",2.79,41677965.81,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/spcb
SCON,Superconductor Technologies Inc.,1.08,11582201.88,n/a,1993,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/scon
SPRT,"support.com, Inc.",2.27,42461621.2,n/a,2000,Technology,EDP Services,http://www.nasdaq.com/symbol/sprt
SWCH,"Switch, Inc.",18.68,4629258229,n/a,2017,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/swch
SYKE,"Sykes Enterprises, Incorporated",29.19,1255439511,n/a,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/syke
SYMC,Symantec Corporation,32.36,19886512102,n/a,1989,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/symc
SYNC,"Synacor, Inc.",2.3,88937343,n/a,2012,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/sync
SYNA,Synaptics Incorporated,35.53,1198603093,n/a,2002,Technology,Semiconductors,http://www.nasdaq.com/symbol/syna
SNCR,"Synchronoss Technologies, Inc.",11.12,528365076.4,n/a,2006,Technology,EDP Services,http://www.nasdaq.com/symbol/sncr
SNX,Synnex Corporation,132.02,5276200159,n/a,2003,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/snx
SNPS,"Synopsys, Inc.",84.77,12736494393,n/a,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/snps
SYNT,"Syntel, Inc.",23.91,2000682281,n/a,1997,Technology,EDP Services,http://www.nasdaq.com/symbol/synt
DATA,"Tableau Software, Inc.",78.86,6237430596,n/a,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/data
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,41.32,2.14E+11,n/a,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/tsm
TTWO,"Take-Two Interactive Software, Inc.",105.22,11208856589,n/a,1997,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ttwo
TLND,Talend S.A.,41.15,761962163.9,18516699,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/tlnd
TECD,Tech Data Corporation,90.5,3452496537,n/a,1986,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/tecd
TCCO,Technical Communications Corporation,4.35,8003464.95,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/tcco
TLRA,"Telaria, Inc.",4.47,225658741.8,n/a,2013,Technology,Advertising,http://www.nasdaq.com/symbol/tlra
TTEC,"TeleTech Holdings, Inc.",42.35,1941426911,n/a,1996,Technology,Professional Services,http://www.nasdaq.com/symbol/ttec
TNC,Tennant Company,70.65,1259279165,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tnc
TDC,Teradata Corporation,32.56,4102560000,n/a,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/tdc
TXN,Texas Instruments Incorporated,96.44,95479325381,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/txn
TGH,Textainer Group Holdings Limited,19.2,1090822656,n/a,2007,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/tgh
DSGX,The Descartes Systems Group Inc.,29,2225082913,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dsgx
KEYW,The KEYW Holding Corporation,7.76,386376157.9,n/a,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/keyw
MIDD,The Middleby Corporation,117.02,6741612422,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/midd
RUBI,"The Rubicon Project, Inc.",3.47,172882104,n/a,2014,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/rubi
TSG,The Stars Group Inc.,20.1,2963761884,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/tsg
TTD,"The Trade Desk, Inc.",63.31,2581860431,n/a,2016,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/ttd
ULTI,"The Ultimate Software Group, Inc.",193.69,5777265813,n/a,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ulti
TNTR,"Tintri, Inc.",2.85,89273676.45,n/a,2017,Technology,EDP Services,http://www.nasdaq.com/symbol/tntr
TISA,"Top Image Systems, Ltd.",1.36,24387832.8,n/a,1996,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/tisa
TSEM,Tower Semiconductor Ltd.,32.52,3192410645,n/a,1994,Technology,Semiconductors,http://www.nasdaq.com/symbol/tsem
TACT,TransAct Technologies Incorporated,9.9,72902877.3,n/a,1996,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/tact
TZOO,Travelzoo,7.75,98518000,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/tzoo
TRT,Trio-Tech International,5.25,18548538.75,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/trt
TRIP,"TripAdvisor, Inc.",39.3,5452979263,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/trip
TRTN,Triton International Limited,39.74,1327128864,n/a,2016,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/trtn
TRVG,trivago N.V.,10.76,325458354.8,30247059,2016,Technology,EDP Services,http://www.nasdaq.com/symbol/trvg
TBI,"TrueBlue, Inc.",23.85,1001742906,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/tbi
TRUE,"TrueCar, Inc.",15.52,1528674340,n/a,2014,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/true
TSRI,"TSR, Inc.",4.8,9417897.6,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/tsri
TTMI,"TTM Technologies, Inc.",15.8,1608667552,n/a,2000,Technology,Electrical Products,http://www.nasdaq.com/symbol/ttmi
TCX,Tucows Inc.,57.9,612361458.9,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/tcx
TWLO,Twilio Inc.,31.9,2932260058,n/a,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/twlo
TWIN,"Twin Disc, Incorporated",22.26,257604362,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/twin
TWTR,"Twitter, Inc.",17.25,12728658131,n/a,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/twtr
TYL,"Tyler Technologies, Inc.",177.2,6610115345,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/tyl
UBNT,"Ubiquiti Networks, Inc.",63.05,5066268630,n/a,2011,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/ubnt
UCTT,"Ultra Clean Holdings, Inc.",33.34,1118897068,n/a,2004,Technology,Semiconductors,http://www.nasdaq.com/symbol/uctt
UIS,Unisys Corporation,8.5,428993954.5,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/uis
UMC,United Microelectronics Corporation,2.59,6539232000,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/umc
URI,"United Rentals, Inc.",143.94,12173666341,n/a,1997,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/uri
UPLD,"Upland Software, Inc.",21.88,450714762.6,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/upld
VRNS,"Varonis Systems, Inc.",44.35,1219819164,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/vrns
VDSI,"VASCO Data Security International, Inc.",12.2,490032300.4,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/vdsi
VECO,Veeco Instruments Inc.,18.725,906676053.3,n/a,1994,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/veco
VEEV,Veeva Systems Inc.,60.76,8543863705,n/a,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/veev
VRNT,Verint Systems Inc.,42.5,2708726493,n/a,2002,Technology,EDP Services,http://www.nasdaq.com/symbol/vrnt
VRSN,"VeriSign, Inc.",108.89,10880363499,n/a,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/vrsn
VRSK,"Verisk Analytics, Inc.",84.88,13967497832,n/a,2009,Technology,EDP Services,http://www.nasdaq.com/symbol/vrsk
VERI,"Veritone, Inc.",41.04,613846278.7,n/a,2017,Technology,EDP Services,http://www.nasdaq.com/symbol/veri
VSAT,"ViaSat, Inc.",64.98,3769600851,n/a,1996,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/vsat
VIAV,Viavi Solutions Inc.,9.57,2185351991,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/viav
VRTU,Virtusa Corporation,37.6,1100543916,n/a,2007,Technology,EDP Services,http://www.nasdaq.com/symbol/vrtu
VMW,"Vmware, Inc.",119.63,48922362867,n/a,2007,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/vmw
VISI,"Volt Information Sciences, Inc.",3.55,74585326.05,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/visi
VUZI,Vuzix Corporation,5.25,116417395.5,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/vuzi
WSTG,"Wayside Technology Group, Inc.",14.1,63503410.8,n/a,n/a,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/wstg
WEB,"Web.com Group, Inc.",24.7,1199577384,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/web
WB,Weibo Corporation,95.83,5457523675,56950054,2014,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/wb
WBT,"Welbilt, Inc.",21.63,3008745394,n/a,2016,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/wbt
WDC,Western Digital Corporation,87.89,25943204439,n/a,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/wdc
WYY,WidePoint Corporation,0.5395,44749823.96,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/wyy
WIT,Wipro Limited,5.31,25694513461,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/wit
WIX,Wix.com Ltd.,69.75,3127544105,n/a,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/wix
WDAY,"Workday, Inc.",107.18,22293440000,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/wday
WK,Workiva Inc.,22.15,926453696.8,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/wk
WPPGY,WPP plc,87.07,1180536767,13558479,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/wppgy
WSCI,WSI Industries Inc.,3.5,10359212.5,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/wsci
XRX,Xerox Corporation,33.45,8501979308,n/a,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/xrx
XLNX,"Xilinx, Inc.",71.61,17802354489,n/a,1990,Technology,Semiconductors,http://www.nasdaq.com/symbol/xlnx
XPER,Xperi Corporation,22,1089419936,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/xper
XPLR,Xplore Technologies Corp,3.163,34809415.97,n/a,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/xplr
XNET,Xunlei Limited,6.83,189454863.4,27738633,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/xnet
YNDX,Yandex N.V.,32.82,10667192732,n/a,2011,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/yndx
YEXT,"Yext, Inc.",11.96,1079226531,n/a,2017,Technology,EDP Services,http://www.nasdaq.com/symbol/yext
YGE,Yingli Green Energy Holding Company Limited,2.33,42350958.41,n/a,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/yge
YUME,"YuMe, Inc.",4.2,145727236.2,n/a,2013,Technology,Advertising,http://www.nasdaq.com/symbol/yume
YY,YY Inc.,94.05,3659481174,38909954,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/yy
ZBRA,Zebra Technologies Corporation,111.78,5936439067,n/a,1991,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/zbra
ZDGE,"Zedge, Inc.",2.1001,20261004.56,n/a,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/zdge
ZEN,"Zendesk, Inc.",30.29,3044106683,n/a,2014,Technology,EDP Services,http://www.nasdaq.com/symbol/zen
ZIXI,Zix Corporation,5.06,279424291.5,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/zixi
ZNGA,Zynga Inc.,3.79,3280096356,n/a,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/znga
